#GeneID	PubMed_ID	Gene_name
67442395	19026770	efflux RND transporter permease subunit
67442396	32073314	efflux RND transporter periplasmic adaptor subunit
67442398	12504684	tRNA1(Val) (adenine(37)-N6)-methyltransferase
67442398	12826405	tRNA1(Val) (adenine(37)-N6)-methyltransferase
67442400	28373867	site-specific tyrosine recombinase XerD
67442401	7536035	bifunctional protein-disulfide isomerase/oxidoreductase DsbC
67442401	7830566	bifunctional protein-disulfide isomerase/oxidoreductase DsbC
67442401	8168498	bifunctional protein-disulfide isomerase/oxidoreductase DsbC
67442401	8645242	bifunctional protein-disulfide isomerase/oxidoreductase DsbC
67442401	10391895	bifunctional protein-disulfide isomerase/oxidoreductase DsbC
67442401	10841975	bifunctional protein-disulfide isomerase/oxidoreductase DsbC
67442402	9110030	single-stranded-DNA-specific exonuclease RecJ
67442404	10940244	GNAT family N-acetyltransferase
67442404	15581578	GNAT family N-acetyltransferase
67442404	26818562	GNAT family N-acetyltransferase
67442404	27367672	GNAT family N-acetyltransferase
67442405	10482511	alkyl hydroperoxide reductase subunit F
67442406	10482511	alkyl hydroperoxide reductase subunit C
67442408	12504684	spermidine synthase
67442408	12826405	spermidine synthase
67442409	11275684	mechanosensitive ion channel family protein
67442409	12626684	mechanosensitive ion channel family protein
67442409	22000509	mechanosensitive ion channel family protein
67442409	22915507	mechanosensitive ion channel family protein
67442413	12369917	dienelactone hydrolase family protein
67442413	19508187	dienelactone hydrolase family protein
67442415	10581551	fumarate reductase flavoprotein subunit FccA
67442415	11425747	fumarate reductase flavoprotein subunit FccA
67442415	23067389	fumarate reductase flavoprotein subunit FccA
67442417	12504684	class I SAM-dependent methyltransferase
67442417	12826405	class I SAM-dependent methyltransferase
67442419	11672525	rhomboid family intramembrane serine protease
67442419	22035660	rhomboid family intramembrane serine protease
67442419	24099005	rhomboid family intramembrane serine protease
67442420	8021217	calcium:proton antiporter
67442422	31075979	toxin-antitoxin system YwqK family antitoxin
67442424	23569283	TMEM165/GDT1 family protein
67442424	24955841	TMEM165/GDT1 family protein
67442424	32743000	TMEM165/GDT1 family protein
67442425	10931886	amino acid permease
67442425	17417706	amino acid permease
67442425	19670073	amino acid permease
67442425	24038584	amino acid permease
67442425	25043943	amino acid permease
67442425	29738448	amino acid permease
67442426	24598890	S46 family peptidase
67442426	24827749	S46 family peptidase
67442426	31537874	S46 family peptidase
67442426	33846449	S46 family peptidase
67442431	11274110	Na+/H+ antiporter NhaC family protein
67442432	18165013	methyl-accepting chemotaxis protein
67442432	20738376	methyl-accepting chemotaxis protein
67442433	11432728	DMT family transporter
67442434	9409145	AraC family transcriptional regulator
67442434	9573603	AraC family transcriptional regulator
67442434	11282467	AraC family transcriptional regulator
67442434	12270809	AraC family transcriptional regulator
67442434	14697267	AraC family transcriptional regulator
67442434	19478949	AraC family transcriptional regulator
67442434	33837749	AraC family transcriptional regulator
67442435	7854424	GreA/GreB family elongation factor
67442438	38105020	cytochrome ubiquinol oxidase subunit I
67442439	17109392	aminotransferase-like domain-containing protein
67442439	37378428	aminotransferase-like domain-containing protein
67442440	31359602	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein
67442443	11276424	alpha-ketoglutarate-dependent dioxygenase AlkB family protein
67442443	26152720	alpha-ketoglutarate-dependent dioxygenase AlkB family protein
67442445	9287004	TRAP transporter substrate-binding protein
67442445	10627041	TRAP transporter substrate-binding protein
67442445	11524131	TRAP transporter substrate-binding protein
67442445	20584082	TRAP transporter substrate-binding protein
67442447	12409204	TonB-dependent receptor
67442452	11248187	NADH:ubiquinone reductase (Na(+)-transporting) subunit E
67442453	11248187	NADH:ubiquinone reductase (Na(+)-transporting) subunit F
67442454	23558683	FAD:protein FMN transferase
67442455	26644436	(Na+)-NQR maturation NqrM
67442456	9409768	bacterioferritin
67442456	9867433	bacterioferritin
67442456	33460502	bacterioferritin
67442457	9409768	bacterioferritin
67442457	9867433	bacterioferritin
67442457	33460502	bacterioferritin
67442459	15276832	DNA polymerase IV
67442459	15629916	DNA polymerase IV
67442459	16107880	DNA polymerase IV
67442459	16166552	DNA polymerase IV
67442459	16199565	DNA polymerase IV
67442459	16379496	DNA polymerase IV
67442460	8257110	LysR family transcriptional regulator
67442460	15808743	LysR family transcriptional regulator
67442460	19047729	LysR family transcriptional regulator
67442461	11432728	DMT family transporter
67442462	18165013	methyl-accepting chemotaxis protein
67442462	20738376	methyl-accepting chemotaxis protein
67442463	11084361	cache domain-containing protein
67442463	18348979	cache domain-containing protein
67442463	20435045	cache domain-containing protein
67442463	27049771	cache domain-containing protein
67442471	24638992	FecCD family ABC transporter permease
67442471	25750732	FecCD family ABC transporter permease
67442474	11722743	MotA/TolQ/ExbB proton channel family protein
67442474	27654919	MotA/TolQ/ExbB proton channel family protein
67442474	28389950	MotA/TolQ/ExbB proton channel family protein
67442474	32929189	MotA/TolQ/ExbB proton channel family protein
67442477	19319934	heme utilization cystosolic carrier protein HutX
67442477	26807477	heme utilization cystosolic carrier protein HutX
67442480	8805533	AMP-binding protein
67442481	1400197	cytochrome c oxidase accessory protein CcoG
67442481	8661920	cytochrome c oxidase accessory protein CcoG
67442482	8407777	sigma-54 interaction domain-containing protein
67442482	12618438	sigma-54 interaction domain-containing protein
67442484	10386596	LysE family translocator
67442484	10943564	LysE family translocator
67442484	15150242	LysE family translocator
67442484	16098526	LysE family translocator
67442486	17322192	pilus assembly FimT family protein
67442490	16285924	50S ribosomal protein L27
67442490	31594927	50S ribosomal protein L27
67442491	15554976	Obg family GTPase CgtA
67442491	15836769	Obg family GTPase CgtA
67442491	16980477	Obg family GTPase CgtA
67442491	17360576	Obg family GTPase CgtA
67442491	18456812	Obg family GTPase CgtA
67442492	11514515	threonine/serine exporter family protein
67442492	12089010	threonine/serine exporter family protein
67442493	11514515	threonine/serine exporter family protein
67442493	12089010	threonine/serine exporter family protein
67442493	12879215	threonine/serine exporter family protein
67442496	18165013	methyl-accepting chemotaxis protein
67442496	20738376	methyl-accepting chemotaxis protein
67442498	2670894	Co2+/Mg2+ efflux protein ApaG
67442498	3031429	Co2+/Mg2+ efflux protein ApaG
67442499	8064863	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
67442500	10225425	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
67442504	23831760	N-acetylmuramate alpha-1-phosphate uridylyltransferase MurU
67442504	24819062	N-acetylmuramate alpha-1-phosphate uridylyltransferase MurU
67442504	25767118	N-acetylmuramate alpha-1-phosphate uridylyltransferase MurU
67442505	8809778	co-chaperone DjlA
67442505	9364917	co-chaperone DjlA
67442505	11106641	co-chaperone DjlA
67442505	12655402	co-chaperone DjlA
67442510	17113994	RluA family pseudouridine synthase
67442512	24638992	sulfate/molybdate ABC transporter ATP-binding protein
67442512	25750732	sulfate/molybdate ABC transporter ATP-binding protein
67442519	14718169	ATP-binding protein
67442519	15157101	ATP-binding protein
67442519	15217611	ATP-binding protein
67442519	15292259	ATP-binding protein
67442520	7699720	response regulator
67442526	11076500	VOC family protein
67442526	21820381	VOC family protein
67442527	9694845	NADPH-dependent FMN reductase
67442528	8831795	helix-turn-helix transcriptional regulator
67442528	10473770	helix-turn-helix transcriptional regulator
67442528	15808743	helix-turn-helix transcriptional regulator
67442530	18165013	methyl-accepting chemotaxis protein
67442530	20738376	methyl-accepting chemotaxis protein
67442534	10517866	outer membrane protein assembly factor BamD
67442534	21586578	outer membrane protein assembly factor BamD
67442534	30708253	outer membrane protein assembly factor BamD
67442536	16498617	peptidoglycan editing factor PgeF
67442536	28612943	peptidoglycan editing factor PgeF
67442546	11248185	sodium ion-translocating decarboxylase subunit beta
67442546	19654317	sodium ion-translocating decarboxylase subunit beta
67442548	14530974	dicarboxylate/amino acid:cation symporter
67442548	20429920	dicarboxylate/amino acid:cation symporter
67442548	23506861	dicarboxylate/amino acid:cation symporter
67442548	24240778	dicarboxylate/amino acid:cation symporter
67442549	17178117	YqaA family protein
67442550	1570301	M16 family metallopeptidase
67442551	15477603	glutamate--cysteine ligase
67442551	30325949	glutamate--cysteine ligase
67442554	9433123	sensor domain-containing diguanylate cyclase
67442554	11119645	sensor domain-containing diguanylate cyclase
67442554	11557134	sensor domain-containing diguanylate cyclase
67442554	12518043	sensor domain-containing diguanylate cyclase
67442554	14742667	sensor domain-containing diguanylate cyclase
67442554	14993386	sensor domain-containing diguanylate cyclase
67442554	15289546	sensor domain-containing diguanylate cyclase
67442554	15306016	sensor domain-containing diguanylate cyclase
67442554	15569936	sensor domain-containing diguanylate cyclase
67442554	16045609	sensor domain-containing diguanylate cyclase
67442554	16166544	sensor domain-containing diguanylate cyclase
67442554	16530465	sensor domain-containing diguanylate cyclase
67442554	19756011	sensor domain-containing diguanylate cyclase
67442554	20004158	sensor domain-containing diguanylate cyclase
67442554	26055114	sensor domain-containing diguanylate cyclase
67442556	10074353	5-(carboxyamino)imidazole ribonucleotide mutase
67442557	11574054	C4-dicarboxylic acid transporter DauA
67442557	14727089	C4-dicarboxylic acid transporter DauA
67442557	16397293	C4-dicarboxylic acid transporter DauA
67442558	10830113	vWA domain-containing protein
67442558	12388743	vWA domain-containing protein
67442558	12579041	vWA domain-containing protein
67442561	18081840	hemerythrin domain-containing protein
67442565	17559395	OmpA family protein
67442565	22986056	OmpA family protein
67442567	8031825	alanine/glycine:cation symporter family protein
67442570	10473770	ArsR/SmtB family transcription factor
67442570	12829264	ArsR/SmtB family transcription factor
67442570	15808743	ArsR/SmtB family transcription factor
67442570	28436329	ArsR/SmtB family transcription factor
67442570	28512703	ArsR/SmtB family transcription factor
67442570	30191942	ArsR/SmtB family transcription factor
67442570	31594927	ArsR/SmtB family transcription factor
67442572	11274131	murein biosynthesis integral membrane protein MurJ
67442574	11584022	isoleucine--tRNA ligase
67442574	12672810	isoleucine--tRNA ligase
67442574	15388946	isoleucine--tRNA ligase
67442575	26912896	signal peptidase II
67442578	15249686	type IV pilus modification protein PilV
67442580	17893339	pilus assembly PilX family protein
67442581	11902714	pilus assembly protein
67442581	20080557	pilus assembly protein
67442581	23413032	pilus assembly protein
67442581	25389296	pilus assembly protein
67442582	7854130	type IV pilin protein
67442582	20338182	type IV pilin protein
67442583	18212071	TapY2 family type IVa secretion system protein
67442586	8293810	nitrogen regulatory protein P-II
67442586	8843440	nitrogen regulatory protein P-II
67442586	10760266	nitrogen regulatory protein P-II
67442586	12218023	nitrogen regulatory protein P-II
67442586	12366843	nitrogen regulatory protein P-II
67442587	15590775	NAD(P)/FAD-dependent oxidoreductase
67442587	28181562	NAD(P)/FAD-dependent oxidoreductase
67442588	2644244	LacI family DNA-binding transcriptional regulator
67442588	8336670	LacI family DNA-binding transcriptional regulator
67442588	8543068	LacI family DNA-binding transcriptional regulator
67442588	8831795	LacI family DNA-binding transcriptional regulator
67442588	10473770	LacI family DNA-binding transcriptional regulator
67442588	11741199	LacI family DNA-binding transcriptional regulator
67442588	12598694	LacI family DNA-binding transcriptional regulator
67442588	15313245	LacI family DNA-binding transcriptional regulator
67442588	15808743	LacI family DNA-binding transcriptional regulator
67442588	19269243	LacI family DNA-binding transcriptional regulator
67442588	24966856	LacI family DNA-binding transcriptional regulator
67442588	26342073	LacI family DNA-binding transcriptional regulator
67442590	8673609	family 20 glycosylhydrolase
67442592	37145875	glucosamine-6-phosphate deaminase NagB-II
67442593	17567047	N-acetylglucosamine-6-phosphate deacetylase
67442593	17567048	N-acetylglucosamine-6-phosphate deacetylase
67442594	35417463	transmembrane glucosamine N-acetyltransferase NagX
67442595	20836887	N-acetylglucosamine MFS transporter NagP
67442597	9573603	cupin domain-containing protein
67442597	14697267	cupin domain-containing protein
67442597	19478949	cupin domain-containing protein
67442598	15272169	CoA-acylating methylmalonate-semialdehyde dehydrogenase
67442603	24806796	septal ring lytic transglycosylase RlpA family protein
67442604	12151332	sulfurtransferase
67442604	17454295	sulfurtransferase
67442607	9573603	cupin domain-containing protein
67442609	7700148	glutamine synthetase family protein
67442610	34801550	polyamine ABC transporter substrate-binding protein
67442617	24361254	LLM class flavin-dependent oxidoreductase
67442617	33460580	LLM class flavin-dependent oxidoreductase
67442618	7476181	peptide MFS transporter
67442618	7817396	peptide MFS transporter
67442618	26098515	peptide MFS transporter
67442618	26758938	peptide MFS transporter
67442619	11084361	methyl-accepting chemotaxis protein
67442619	17299051	methyl-accepting chemotaxis protein
67442619	18165013	methyl-accepting chemotaxis protein
67442619	20738376	methyl-accepting chemotaxis protein
67442619	27049771	methyl-accepting chemotaxis protein
67442623	17284460	GatB/YqeY domain-containing protein
67442624	31594927	30S ribosomal protein S21
67442625	22378793	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
67442626	17308305	glycerol-3-phosphate 1-O-acyltransferase PlsY
67442626	17645809	glycerol-3-phosphate 1-O-acyltransferase PlsY
67442627	9651328	dihydroneopterin aldolase
67442630	14999102	putative RNA methyltransferase
67442631	9851998	Lpp/OprI family alanine-zipper lipoprotein
67442631	12741822	Lpp/OprI family alanine-zipper lipoprotein
67442631	32286264	Lpp/OprI family alanine-zipper lipoprotein
67442631	33947763	Lpp/OprI family alanine-zipper lipoprotein
67442632	3009457	multifunctional CCA addition/repair protein
67442632	15210699	multifunctional CCA addition/repair protein
67442635	12101001	sodium:proton antiporter NhaD
67442635	16872527	sodium:proton antiporter NhaD
67442635	27315164	sodium:proton antiporter NhaD
67442638	11182894	chloride channel protein
67442640	22363723	iron-sulfur cluster insertion protein ErpA
67442647	11129791	nuclear transport factor 2 family protein
67442647	11529502	nuclear transport factor 2 family protein
67442647	24246060	nuclear transport factor 2 family protein
67442648	21519847	trimeric intracellular cation channel family protein
67442648	27909292	trimeric intracellular cation channel family protein
67442648	28524849	trimeric intracellular cation channel family protein
67442652	8805537	FAD-dependent oxidoreductase
67442654	20054296	TIGR01212 family radical SAM protein
67442655	9054511	Hpt domain-containing protein
67442655	12582120	Hpt domain-containing protein
67442656	24214945	hydrogen peroxide-inducible genes transcriptional activator OxyR
67442656	25009841	hydrogen peroxide-inducible genes transcriptional activator OxyR
67442657	9914257	adenylate/guanylate cyclase domain-containing protein
67442657	16393782	adenylate/guanylate cyclase domain-containing protein
67442661	22192777	sulfite exporter TauE/SafE family protein
67442662	22287519	prolipoprotein diacylglyceryl transferase
67442662	22609911	prolipoprotein diacylglyceryl transferase
67442667	22474332	FAD assembly factor SdhE
67442667	29514959	FAD assembly factor SdhE
67442671	8412698	MucB/RseB C-terminal domain-containing protein
67442671	8606151	MucB/RseB C-terminal domain-containing protein
67442671	17496148	MucB/RseB C-terminal domain-containing protein
67442672	8264535	SoxR reducing system RseC family protein
67442672	9159522	SoxR reducing system RseC family protein
67442672	9335303	SoxR reducing system RseC family protein
67442673	21930951	translation elongation factor 4
67442673	27137929	translation elongation factor 4
67442673	27472653	translation elongation factor 4
67442673	28096346	translation elongation factor 4
67442675	20677811	ribonuclease III
67442675	24274754	ribonuclease III
67442676	31465450	GTPase Era
67442677	2544549	DNA repair protein RecO
67442679	7559576	holo-ACP synthase
67442681	16275737	HlyC/CorC family transporter
67442681	22399287	HlyC/CorC family transporter
67442682	20382024	cytochrome C assembly family protein
67442682	21958041	cytochrome C assembly family protein
67442683	11735405	signal recognition particle protein
67442685	9422595	ribosome maturation factor RimM
67442685	15496525	ribosome maturation factor RimM
67442686	6337136	tRNA (guanosine(37)-N1)-methyltransferase TrmD
67442686	15060037	tRNA (guanosine(37)-N1)-methyltransferase TrmD
67442687	31594927	50S ribosomal protein L19
67442688	2903857	3-deoxy-7-phosphoheptulonate synthase
67442689	20944228	bifunctional chorismate mutase/prephenate dehydrogenase
67442699	11428913	DMT family protein
67442699	11432728	DMT family protein
67442699	20419429	DMT family protein
67442700	10940244	GNAT family N-acetyltransferase
67442700	15581578	GNAT family N-acetyltransferase
67442700	26818562	GNAT family N-acetyltransferase
67442700	27367672	GNAT family N-acetyltransferase
67442702	9153235	flotillin family protein
67442702	10542406	flotillin family protein
67442702	16091845	flotillin family protein
67442702	16101677	flotillin family protein
67442702	17766116	flotillin family protein
67442702	22329548	flotillin family protein
67442703	16788180	OmcA/MtrC family decaheme c-type cytochrome
67442711	20206133	DEAD/DEAH box helicase
67442712	9382818	methyl-accepting chemotaxis protein
67442712	10357859	methyl-accepting chemotaxis protein
67442712	15009198	methyl-accepting chemotaxis protein
67442712	17299051	methyl-accepting chemotaxis protein
67442712	18165013	methyl-accepting chemotaxis protein
67442712	20738376	methyl-accepting chemotaxis protein
67442712	21663441	methyl-accepting chemotaxis protein
67442712	25428939	methyl-accepting chemotaxis protein
67442712	28409190	methyl-accepting chemotaxis protein
67442712	33647528	methyl-accepting chemotaxis protein
67442714	16229471	aminopeptidase P family protein
67442714	30536999	aminopeptidase P family protein
67442715	17979299	ROK family protein
67442715	20512568	ROK family protein
67442717	3025185	short-chain fatty acid transporter
67442720	38524700	nucleoside deaminase
67442721	15307895	hotdog fold domain-containing protein
67442724	2644244	helix-turn-helix transcriptional regulator
67442724	8831795	helix-turn-helix transcriptional regulator
67442724	9382818	helix-turn-helix transcriptional regulator
67442724	10357859	helix-turn-helix transcriptional regulator
67442724	10473770	helix-turn-helix transcriptional regulator
67442724	15009198	helix-turn-helix transcriptional regulator
67442724	15808743	helix-turn-helix transcriptional regulator
67442724	21663441	helix-turn-helix transcriptional regulator
67442724	33647528	helix-turn-helix transcriptional regulator
67442725	15683250	L-cysteine desulfidase family protein
67442725	21169490	L-cysteine desulfidase family protein
67442726	10473770	ArsR/SmtB family transcription factor
67442726	12829264	ArsR/SmtB family transcription factor
67442726	15808743	ArsR/SmtB family transcription factor
67442726	28436329	ArsR/SmtB family transcription factor
67442726	28512703	ArsR/SmtB family transcription factor
67442726	30191942	ArsR/SmtB family transcription factor
67442727	9099998	thioredoxin family protein
67442727	10049365	thioredoxin family protein
67442727	11441809	thioredoxin family protein
67442727	12074972	thioredoxin family protein
67442727	15558583	thioredoxin family protein
67442727	30367780	thioredoxin family protein
67442728	31059239	nitrophenyl compound nitroreductase subunit ArsF family protein
67442729	31059239	aromatic aminobenezylarsenical efflux permease ArsG family transporter
67442731	7577935	glutaredoxin-dependent arsenate reductase
67442732	1688427	arsenic transporter
67442735	10473770	ArsR/SmtB family transcription factor
67442735	12829264	ArsR/SmtB family transcription factor
67442735	15808743	ArsR/SmtB family transcription factor
67442735	28436329	ArsR/SmtB family transcription factor
67442735	28512703	ArsR/SmtB family transcription factor
67442735	30191942	ArsR/SmtB family transcription factor
67442736	12072565	arsenate reductase ArsC
67442736	12426124	arsenate reductase ArsC
67442736	16905151	arsenate reductase ArsC
67442739	9099998	thioredoxin family protein
67442739	10049365	thioredoxin family protein
67442739	11441809	thioredoxin family protein
67442739	12074972	thioredoxin family protein
67442739	15558583	thioredoxin family protein
67442739	30367780	thioredoxin family protein
67442740	26991003	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase
67442741	26991003	organoarsenical effux MFS transporter ArsJ
67442743	10662676	SulP family inorganic anion transporter
67442743	12759755	SulP family inorganic anion transporter
67442743	23506885	SulP family inorganic anion transporter
67442744	8152377	universal stress protein
67442744	9860944	universal stress protein
67442744	11738040	universal stress protein
67442747	18300248	DUF2787 family protein
67442748	11053371	RadC family protein
67442748	18556794	RadC family protein
67442750	9278480	site-specific integrase
67442750	10047575	site-specific integrase
67442750	10577069	site-specific integrase
67442752	15699355	SsrA-binding protein SmpB
67442752	15860775	SsrA-binding protein SmpB
67442752	15958166	SsrA-binding protein SmpB
67442752	15972795	SsrA-binding protein SmpB
67442752	15978085	SsrA-binding protein SmpB
67442755	21212804	outer membrane protein assembly factor BamE
67442755	21586578	outer membrane protein assembly factor BamE
67442755	21823654	outer membrane protein assembly factor BamE
67442763	15307895	acyl-CoA thioesterase
67442765	15590775	NAD(P)/FAD-dependent oxidoreductase
67442765	28181562	NAD(P)/FAD-dependent oxidoreductase
67442768	10498949	MarR family winged helix-turn-helix transcriptional regulator
67442768	28670937	MarR family winged helix-turn-helix transcriptional regulator
67442769	15998457	peptidylprolyl isomerase
67442771	17005418	1,4-alpha-glucan branching protein GlgB
67442772	8576033	glycogen debranching protein GlgX
67442773	11340058	glycogen/starch/alpha-glucan phosphorylase
67442773	11949930	glycogen/starch/alpha-glucan phosphorylase
67442775	12691742	glycogen synthase
67442775	16037492	glycogen synthase
67442776	11557134	EAL domain-containing protein
67442777	20206133	DEAD/DEAH box helicase
67442778	11916378	CobW family GTP-binding protein
67442778	34302342	CobW family GTP-binding protein
67442779	15313245	substrate-binding periplasmic protein
67442782	11104814	MATE family efflux transporter
67442782	16569840	MATE family efflux transporter
67442782	26246409	MATE family efflux transporter
67442782	31866287	MATE family efflux transporter
67442782	33774036	MATE family efflux transporter
67442783	34643180	BAR domain-like protein A BdpA
67442784	27694801	DUF6386 family protein
67442785	12369917	alpha/beta hydrolase
67442785	19508187	alpha/beta hydrolase
67442785	37582413	alpha/beta hydrolase
67442786	9175471	GNAT family N-acetyltransferase
67442786	11893502	GNAT family N-acetyltransferase
67442787	7646486	AAA family ATPase
67442787	9927482	AAA family ATPase
67442788	24274019	LutC/YkgG family protein
67442790	30942582	(Fe-S)-binding protein
67442795	9482846	1-deoxy-D-xylulose-5-phosphate synthase
67442798	9260952	flagellar motor protein PomA
67442798	10438787	flagellar motor protein PomA
67442800	9209060	tRNA uracil 4-sulfurtransferase ThiI
67442800	11443125	tRNA uracil 4-sulfurtransferase ThiI
67442800	18604845	tRNA uracil 4-sulfurtransferase ThiI
67442800	21724998	tRNA uracil 4-sulfurtransferase ThiI
67442802	8188587	transcriptional regulator GcvA
67442802	19047729	transcriptional regulator GcvA
67442803	1409539	alpha/beta fold hydrolase
67442807	12369917	S9 family peptidase
67442807	19508187	S9 family peptidase
67442807	35631755	S9 family peptidase
67442809	9592142	flap endonuclease Xni
67442809	17567612	flap endonuclease Xni
67442809	19000038	flap endonuclease Xni
67442810	31023582	nucleotide 5'-monophosphate nucleosidase PpnN
67442810	31528633	nucleotide 5'-monophosphate nucleosidase PpnN
67442810	33139383	nucleotide 5'-monophosphate nucleosidase PpnN
67442811	11119645	GGDEF domain-containing protein
67442811	15289546	GGDEF domain-containing protein
67442811	15306016	GGDEF domain-containing protein
67442811	15569936	GGDEF domain-containing protein
67442811	16045609	GGDEF domain-containing protein
67442811	16166544	GGDEF domain-containing protein
67442811	16530465	GGDEF domain-containing protein
67442811	19756011	GGDEF domain-containing protein
67442811	26055114	GGDEF domain-containing protein
67442813	7674922	M61 family metallopeptidase
67442815	31214985	porin
67442815	31792365	porin
67442816	3537313	phosphate regulon transcriptional regulator PhoB
67442816	27665757	phosphate regulon transcriptional regulator PhoB
67442816	31594927	phosphate regulon transcriptional regulator PhoB
67442817	27665757	phosphate regulon sensor histidine kinase PhoR
67442818	8336670	PstS family phosphate ABC transporter substrate-binding protein
67442818	10529352	PstS family phosphate ABC transporter substrate-binding protein
67442818	11421269	PstS family phosphate ABC transporter substrate-binding protein
67442818	11741199	PstS family phosphate ABC transporter substrate-binding protein
67442818	15313236	PstS family phosphate ABC transporter substrate-binding protein
67442818	16079337	PstS family phosphate ABC transporter substrate-binding protein
67442818	19234479	PstS family phosphate ABC transporter substrate-binding protein
67442818	24638992	PstS family phosphate ABC transporter substrate-binding protein
67442818	25750732	PstS family phosphate ABC transporter substrate-binding protein
67442818	26517916	PstS family phosphate ABC transporter substrate-binding protein
67442819	7674922	M1 family metallopeptidase
67442819	10493853	M1 family metallopeptidase
67442819	21258033	M1 family metallopeptidase
67442819	31351924	M1 family metallopeptidase
67442819	37216842	M1 family metallopeptidase
67442820	11215509	glutathione peroxidase
67442821	19798051	magnesium transporter
67442821	21958115	magnesium transporter
67442822	9175471	GNAT family N-acetyltransferase
67442822	10940244	GNAT family N-acetyltransferase
67442822	15581578	GNAT family N-acetyltransferase
67442822	26818562	GNAT family N-acetyltransferase
67442822	27367672	GNAT family N-acetyltransferase
67442823	16522795	YfaZ family protein
67442825	12504684	RsmB/NOP family class I SAM-dependent RNA methyltransferase
67442825	12826405	RsmB/NOP family class I SAM-dependent RNA methyltransferase
67442826	11035031	glutathione S-transferase family protein
67442828	9886293	TonB-dependent receptor domain-containing protein
67442831	10498949	MarR family winged helix-turn-helix transcriptional regulator
67442831	28670937	MarR family winged helix-turn-helix transcriptional regulator
67442832	7674922	succinylglutamate desuccinylase/aspartoacylase family protein
67442832	10493853	succinylglutamate desuccinylase/aspartoacylase family protein
67442832	10708864	succinylglutamate desuccinylase/aspartoacylase family protein
67442832	17311554	succinylglutamate desuccinylase/aspartoacylase family protein
67442832	17991683	succinylglutamate desuccinylase/aspartoacylase family protein
67442833	18165013	methyl-accepting chemotaxis protein
67442833	20738376	methyl-accepting chemotaxis protein
67442834	29487229	fumarylacetoacetate hydrolase family protein
67442837	12878000	BON domain-containing protein
67442839	8407777	sigma-54 interaction domain-containing protein
67442839	12618438	sigma-54 interaction domain-containing protein
67442840	2156169	diacylglycerol kinase family protein
67442840	2159661	diacylglycerol kinase family protein
67442840	2175712	diacylglycerol kinase family protein
67442840	8626538	diacylglycerol kinase family protein
67442840	17351295	diacylglycerol kinase family protein
67442848	8939709	4'-phosphopantetheinyl transferase family protein
67442849	15767583	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
67442849	20875425	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
67442855	9175471	GNAT family N-acetyltransferase
67442855	11893502	GNAT family N-acetyltransferase
67442858	14731270	YqcC family protein
67442862	9689210	PTS transporter subunit EIIC
67442863	7868604	formyltetrahydrofolate deformylase
67442863	8226647	formyltetrahydrofolate deformylase
67442864	9868367	HD domain-containing phosphohydrolase
67442864	34928179	HD domain-containing phosphohydrolase
67442865	9294453	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
67442867	19688379	type I methionyl aminopeptidase
67442869	7615523	translation elongation factor Ts
67442870	15857829	UMP kinase
67442870	17210578	UMP kinase
67442874	25171339	1-deoxy-D-xylulose-5-phosphate reductoisomerase
67442877	2318304	OmpH family outer membrane protein
67442878	10753930	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
67442879	15371447	3-hydroxyacyl-ACP dehydratase FabZ
67442879	15980063	3-hydroxyacyl-ACP dehydratase FabZ
67442880	9197543	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
67442884	3132458	tRNA lysidine(34) synthetase TilS
67442884	14527414	tRNA lysidine(34) synthetase TilS
67442884	15044829	tRNA lysidine(34) synthetase TilS
67442885	33637573	diguanylate cyclase DgcS
67442886	10476034	transcription antiterminator/RNA stability regulator CspE
67442886	10884409	transcription antiterminator/RNA stability regulator CspE
67442886	11390393	transcription antiterminator/RNA stability regulator CspE
67442886	17088256	transcription antiterminator/RNA stability regulator CspE
67442888	12151216	DEAD/DEAH box helicase
67442888	16738128	DEAD/DEAH box helicase
67442888	20206133	DEAD/DEAH box helicase
67442888	23416748	DEAD/DEAH box helicase
67442895	9175471	GNAT family N-acetyltransferase
67442895	10940244	GNAT family N-acetyltransferase
67442895	15581578	GNAT family N-acetyltransferase
67442895	26818562	GNAT family N-acetyltransferase
67442895	27367672	GNAT family N-acetyltransferase
67442898	16788180	OmcA/MtrC family decaheme c-type cytochrome
67442899	8257110	LysR family transcriptional regulator
67442899	19047729	LysR family transcriptional regulator
67442900	19959992	bactofilin family protein
67442900	22092065	bactofilin family protein
67442900	31501539	bactofilin family protein
67442901	17074894	ferredoxin-type protein NapF
67442907	23046410	fumarylacetoacetate hydrolase family protein
67442907	29487229	fumarylacetoacetate hydrolase family protein
67442907	31657110	fumarylacetoacetate hydrolase family protein
67442908	9417084	maleylacetoacetate isomerase
67442909	19833706	nucleotidyltransferase family protein
67442911	7742302	SDR family NAD(P)-dependent oxidoreductase
